Tanggal,"Temperatur Minimum	 (°C)",Temperatur Maksimum (°C),Temperatur Rata-rata (°C),Kelembapan Rata-rata (%),Curah Hujan (mm),Lamanya Penyinaran Matahari (jam),Kecepatan Angin Maksimum (m/s),Arah Angin Saat Kecepatan Maksimum (°),Kecepatan Angin Rata-rata (m/s),Arah Angin Terbanyak (°)
24-03-2014,20,28.6,25,83,,,3,170,0,N 
25-03-2014,21,27.6,23.9,84,1.5,4.8,2,130,0,N 
26-03-2014,21,,25,76,8.7,2.3,3,150,1,N 
27-03-2014,,29,24,82,,4.6,4,296,0,N 
28-03-2014,,31.3,25.9,74,0.5,1.9,4,129,1,N 
29-03-2014,20,29.2,24.2,86,17,7.3,3,150,0,N 
30-03-2014,20,,23.4,90,11,5,3,130,0,N 
31-03-2014,19,28.8,24.5,78,27.5,3.3,3,115,0,N 
01-04-2014,,,,,,,,,,
02-04-2014,,29,25.7,77,,,2,150,0,N 
03-04-2014,20,,26.2,74,0.7,5.7,3,280,1,N 
04-04-2014,,,,,,,,,,
05-04-2014,,,25.8,74,10.2,,3,129,0,N 
06-04-2014,21,27.6,23.1,88,8.9,,3,270,1,N 
07-04-2014,20,,26.6,68,27.8,3.5,3,155,1,N 
08-04-2014,,,27.4,65,,4,4,130,1,N 
09-04-2014,,29.2,24,78,,5.8,3,143,1,S 
10-04-2014,,,,,,,,,,
11-04-2014,21,29.8,24.3,80,0,6.5,5,140,1,N 
12-04-2014,,,25.7,72,,5.8,3,110,1,N 
13-04-2014,21,,24.2,79,,4.6,3,153,1,N 
14-04-2014,20,29.8,25.2,75,17.6,5.2,5,120,1,N 
15-04-2014,20,,25.8,69,17.6,6.9,4,110,1,N 
16-04-2014,,,25.9,71,,4.3,3,127,1,N 
17-04-2014,20,,26.1,74,,,3,149,1,N 
18-04-2014,19,30.1,25.1,79,2.5,6.8,3,140,0,N 
19-04-2014,20,,25.7,76,12,5.9,3,100,0,N 
20-04-2014,20,,25.5,76,27.7,7.6,3,131,1,N 
21-04-2014,,28.2,23.6,91,0.6,6.3,3,137,0,N 
22-04-2014,20,29.6,25.6,76,8.6,3.7,3,160,0,N 
23-04-2014,20,,27,72,6.8,6.6,3,150,0,N 
24-04-2014,20,,27,72,14.3,7.4,3,149,1,N 
25-04-2014,22,30,,,12,8.2,3,114,1,N 
26-04-2014,,,,,,,,,,
27-04-2014,21,28.2,23.3,89,27.8,5.5,2,140,0,N 
28-04-2014,,,,,,,,,,
29-04-2014,,,26.7,75,,5.9,2,78,1,N 
30-04-2014,21,29.4,22.7,85,8888,6.3,3,120,1,N 
01-05-2014,20,,23.4,87,10.4,4.5,3,230,0,N 
02-05-2014,,,26,73,4.5,3.5,3,119,0,N 
03-05-2014,,,23.7,83,8.2,5,2,254,0,N 
04-05-2014,20,28.2,24,81,8888,5.2,3,280,1,N 
05-05-2014,,,23,83,7.6,4.5,2,140,0,N 
06-05-2014,20,29.6,26,76,3,4.6,2,270,1,N 
07-05-2014,20,30.6,24.1,82,0.2,6.6,3,294,1,N 
08-05-2014,22,28.8,25.5,81,3.9,7.2,4,290,1,N 
09-05-2014,22,,26.9,73,18,5,4,150,1,N 
10-05-2014,,30.4,27.1,72,,7.5,3,138,1,N 
11-05-2014,,30.2,25.5,82,,7.2,3,263,1,N 
12-05-2014,20,29.6,25.5,77,0.5,3,3,110,0,N 
13-05-2014,20,,25.3,75,0,3.7,3,160,0,N 
14-05-2014,20,,23.8,88,0.2,5.2,2,138,0,N 
15-05-2014,,28.8,23.1,85,5.6,2.6,3,263,0,N 
16-05-2014,19,28.6,24.1,85,4.7,4.7,3,350,0,N 
17-05-2014,19,,24.1,84,0.5,5.2,3,120,1,N 
18-05-2014,20,30,23.9,80,9.9,1.1,3,249,0,N 
19-05-2014,19,28.9,24.5,81,3.6,6,3,112,1,N 
20-05-2014,20,29.4,25.8,75,10,4.9,3,250,1,N 
21-05-2014,20,,26.4,72,10.9,7.6,2,350,0,N 
22-05-2014,,,23.7,83,0,6.7,2,262,1,N 
23-05-2014,,28.3,22.1,84,2,4.7,3,335,1,N 
24-05-2014,,27.6,24.3,82,62,5.1,3,230,1,N 
25-05-2014,,,25.3,77,8.2,6.3,2,310,1,N 
26-05-2014,19,28.8,25.9,72,2.8,6.8,2,158,1,N 
27-05-2014,,,25.3,75,8888,,5,86,1,N 
28-05-2014,21,29.6,25.4,78,,5.1,3,70,1,N 
29-05-2014,20,,25.2,72,0,3.8,2,330,0,N 
30-05-2014,,29.8,25.7,73,0,7.1,3,275,1,N 
31-05-2014,,,25.9,63,,6.8,5,84,1,NE
01-06-2014,19,30.2,26.6,66,1.6,6.9,3,250,1,N 
02-06-2014,19,28.9,23.5,76,0,9.6,3,270,1,N 
03-06-2014,20,28.8,23.5,79,0,8.5,3,265,1,N 
04-06-2014,,,24.1,77,,,3,103,1,N 
05-06-2014,20,29.4,23.1,86,1.9,7,3,270,1,N 
06-06-2014,20,,23.7,80,0.2,3.8,3,100,1,N 
07-06-2014,,,23.8,75,0,2.4,3,360,1,N 
08-06-2014,19,29.8,23.4,80,,5.8,3,154,1,N 
09-06-2014,,30.2,23.6,78,4.3,,3,360,1,N 
10-06-2014,19,,23.5,81,5.3,6.5,2,90,0,N 
11-06-2014,20,29.2,23.5,85,3.8,4.3,3,274,1,N 
12-06-2014,,,23.9,82,25,,3,139,0,N 
13-06-2014,,28.6,23.8,81,36.8,,3,170,1,N 
14-06-2014,21,,23.5,84,29.7,,3,270,0,N 
15-06-2014,19,27,22.1,87,,2.5,2,284,1,N 
16-06-2014,20,30.1,24.4,75,,3,4,274,1,N 
17-06-2014,21,28.8,24.2,80,7.4,5.3,4,320,1,N 
18-06-2014,21,,24.3,82,1.4,2.7,3,190,1,N 
19-06-2014,21,,22.6,87,1,6.1,3,225,0,N 
20-06-2014,,28.6,23.4,81,8888,1,3,240,1,N 
21-06-2014,21,28.2,22.8,81,,3.1,3,20,1,N 
22-06-2014,20,,23.6,82,14.5,4.2,3,140,1,N 
23-06-2014,,28.4,23.3,84,0,6.7,2,270,0,N 
24-06-2014,,27.8,23.3,84,16.3,3.9,3,289,0,N 
25-06-2014,,29.6,23.7,86,1.8,2,3,80,1,N 
26-06-2014,21,,23.7,86,20.8,6.4,3,290,1,N 
27-06-2014,,,23.8,76,1.2,0.5,3,142,1,N 
28-06-2014,,,22.8,80,,3,2,65,1,N 
29-06-2014,19,29,23,76,,1.8,3,270,1,N 
30-06-2014,19,,23.4,74,0,9.2,3,300,1,N 
01-07-2014,17,,22.1,73,0,9.2,3,181,1,N 
02-07-2014,,,22.6,77,,,2,28,1,N 
03-07-2014,18,28,22.2,77,,2,4,260,1,N 
04-07-2014,18,,23.1,78,0,6,2,310,0,N 
05-07-2014,20,,23,83,12.2,5.6,3,45,0,N 
06-07-2014,,,23.9,85,32.5,3.3,4,85,1,N 
07-07-2014,21,28,23.3,80,28.9,5,4,90,1,N 
08-07-2014,20,,23,78,0,3.7,3,330,1,N 
09-07-2014,,29,23.1,77,0.3,6.1,2,68,1,N 
10-07-2014,19,29.6,23.8,78,,6.2,3,346,1,N 
11-07-2014,20,28.6,23.2,82,0.2,6.2,2,140,1,N 
12-07-2014,20,,22.4,85,18.2,5.8,3,310,0,N 
13-07-2014,,23.8,21.2,91,6.8,5.4,3,197,1,N 
14-07-2014,,31.2,23,67,,,5,275,1,N 
15-07-2014,,29.6,23,75,,9.5,4,240,1,N 
16-07-2014,18,,24.2,75,0,8.6,4,110,1,N 
17-07-2014,19,29.8,23.4,75,0,9.3,4,345,1,N 
18-07-2014,19,30,22.6,81,,9.5,3,267,1,N 
19-07-2014,19,28.8,22.8,78,1.3,6.9,5,270,1,N 
20-07-2014,19,,22.9,80,0,8,2,360,0,N 
21-07-2014,20,,23.5,76,12.2,4.6,4,266,1,N 
22-07-2014,,,24,78,,6.6,4,278,1,N 
23-07-2014,21,26.6,22.6,85,2.7,5.9,3,290,1,N 
24-07-2014,20,,23.1,80,12.1,0.5,3,120,1,N 
25-07-2014,,28,23.4,82,,4.3,3,226,0,N 
26-07-2014,19,26.8,22.1,86,,3.2,3,140,1,N 
27-07-2014,20,29.2,23.1,77,37.3,1.8,3,90,1,E 
28-07-2014,20,29,23.1,74,0.1,7.3,4,84,1,N 
29-07-2014,,29.2,23.3,75,,4.7,4,150,1,N 
30-07-2014,19,,23.1,74,0,9.1,2,282,1,N 
31-07-2014,19,29.2,23.3,75,,8.1,4,310,1,N 
01-08-2014,18,,23.2,68,0.2,8.1,3,300,1,N 
02-08-2014,18,18.8,22.6,71,,9.6,2,85,1,N 
03-08-2014,20,29.2,23.7,78,,6.8,4,270,1,N 
04-08-2014,19,27.6,22.6,80,10.9,6.3,3,280,1,N 
05-08-2014,18,29.7,23,75,8888,5,4,280,1,N 
06-08-2014,19,,24.5,73,0,7.9,3,69,1,N 
07-08-2014,19,30.4,23.5,73,,8,3,136,1,N 
08-08-2014,,29.2,22.8,73,,8.6,2,150,1,N 
09-08-2014,19,29.1,23,76,0,7.4,3,270,1,N 
10-08-2014,,30.4,26,63,,,3,125,1,N 
11-08-2014,,,22.2,80,,7.8,4,267,1,N 
12-08-2014,19,28,22.4,79,41.7,5.5,3,140,1,N 
13-08-2014,18,29,22.8,78,0,6.1,4,350,1,N 
14-08-2014,19,27.6,22.1,82,,7.7,3,133,1,N 
15-08-2014,,28.4,22.2,77,8,5.8,4,274,2,N 
16-08-2014,,28.8,22.3,70,6.6,,3,70,1,N 
17-08-2014,18,29.4,23.3,72,0,9.1,4,160,1,N 
18-08-2014,18,29,23.5,68,,8.7,3,241,1,N 
19-08-2014,,,24.1,66,,8.8,3,272,1,N 
20-08-2014,,29.2,23.7,72,,,3,350,1,N 
21-08-2014,20,28.8,24.2,75,0,,3,360,1,N 
22-08-2014,19,,23,76,0,4.8,3,141,1,N 
23-08-2014,,,23.5,73,,4.4,3,133,2,N 
24-08-2014,,29.6,22.8,75,,,3,350,1,N 
25-08-2014,18,28.9,23.1,72,0.6,6.9,3,320,1,N 
26-08-2014,19,28.6,23.1,75,8888,,3,10,1,N 
27-08-2014,19,,23.9,73,,5.4,3,282,1,N 
28-08-2014,,29.2,23.1,77,8888,,3,350,1,N 
29-08-2014,19,,22.4,82,25.2,6.4,3,290,0,N 
30-08-2014,,29.2,23.3,74,26.6,5,3,301,1,N 
31-08-2014,,,23.5,76,,6.7,3,285,1,N 
01-09-2014,20,29.2,23.8,78,0,6.5,5,270,1,N 
02-09-2014,19,,23.8,73,0,5.1,3,120,1,N 
03-09-2014,20,,24.8,66,,6.5,3,82,1,N 
04-09-2014,19,30,23.8,68,,9.4,4,261,1,N 
05-09-2014,,30.2,23.5,66,,,4,250,2,N 
06-09-2014,19,29,23.8,74,0,10,5,140,1,N 
07-09-2014,20,28.6,23.5,78,0.6,7.2,2,352,1,N 
08-09-2014,,29.2,23.7,68,,6.9,3,343,2,N 
09-09-2014,18,30.2,23.3,64,,,3,30,1,N 
10-09-2014,18,,23.2,65,0,9.2,3,140,1,N 
11-09-2014,18,,23.6,65,0,9.2,4,241,1,N 
12-09-2014,19,31.4,24,61,,,6,127,2,N 
13-09-2014,19,31.8,24.3,62,,,4,90,1,N 
14-09-2014,17,,23.5,54,0,9.9,4,360,1,N 
15-09-2014,17,,22.9,60,,10,3,94,1,N 
16-09-2014,17,,23.8,55,,9.4,5,160,2,N 
17-09-2014,,31.2,23,65,,,4,70,1,N 
18-09-2014,17,,24.1,69,,9.5,5,30,2,N 
19-09-2014,19,29.2,23.4,71,,7.4,4,75,1,N 
20-09-2014,20,,24.1,75,,4.9,3,352,1,N 
21-09-2014,19,31.8,24.2,65,8888,6.3,6,80,2,N 
22-09-2014,18,,23.4,60,0,8.7,6,150,2,NW
23-09-2014,19,31.2,24.6,61,,10,5,180,2,N 
24-09-2014,,,25.2,54,,9.3,5,91,2,N 
25-09-2014,18,31.8,24.3,67,,9.9,4,160,2,N 
26-09-2014,16,30,22.7,57,0,7.5,6,350,1,N 
27-09-2014,16,,23.1,54,,6.6,4,351,1,N 
28-09-2014,,,23.6,66,,7.9,5,319,1,N 
29-09-2014,19,31.2,24.2,68,,7.2,5,260,2,N 
30-09-2014,20,,24.1,71,8888,5.9,4,360,1,N 
01-10-2014,20,,24,73,,5.4,3,258,1,N 
02-10-2014,19,,24.3,68,,4.7,3,160,1,N 
03-10-2014,,30.2,23.5,69,,,3,160,2,N 
04-10-2014,18,31,24.1,60,0,7,3,260,1,N 
05-10-2014,19,,24.4,61,,6.6,4,164,1,N 
06-10-2014,19,30,22.8,75,,6.6,3,160,1,N 
07-10-2014,19,30.8,24,66,4.8,4.3,3,90,1,N 
08-10-2014,19,,25,63,8888,6.8,5,140,2,SE
09-10-2014,19,,23.9,56,,,5,112,2,E 
10-10-2014,18,33.2,24.7,54,,10,8,78,2,E 
11-10-2014,19,33.5,25.3,58,,9.9,4,200,1,E 
12-10-2014,18,,24.7,57,0,7,4,80,1,N 
13-10-2014,18,31.2,24.5,71,,6.9,4,58,1,N 
14-10-2014,21,29.3,23.4,79,,5.8,3,155,1,N 
15-10-2014,20,29.6,23.9,75,,3.2,3,300,1,N 
16-10-2014,20,31.6,24.1,75,8888,5.3,3,200,1,N 
17-10-2014,19,32.2,24.8,66,,7.4,5,163,2,N 
18-10-2014,20,,25.5,65,,8.7,6,13,2,N 
19-10-2014,,31.4,25.1,66,,4.1,5,120,2,E 
20-10-2014,20,,25.3,67,8888,5.1,36,80,3,N 
21-10-2014,20,,25.7,63,,8.1,5,20,1,N 
22-10-2014,21,32.4,25.3,67,,9.2,6,90,2,N 
23-10-2014,20,29.8,23.9,71,,6.5,7,140,2,SE
24-10-2014,19,,23.5,69,0,4.3,3,190,1,N 
25-10-2014,18,31.6,24.2,69,,5.6,3,360,1,N 
26-10-2014,,31.2,25.1,72,0.3,6.3,4,82,1,N 
27-10-2014,19,31.9,25.2,67,5.5,6,4,190,2,N 
28-10-2014,19,28.4,23.6,73,0,8.4,2,210,0,N 
29-10-2014,20,,23.6,81,50.2,,3,282,1,N 
30-10-2014,21,25.8,23.5,84,,2.7,3,277,1,N 
31-10-2014,21,30.2,24.2,80,8888,,4,120,1,N 
01-11-2014,20,32.6,25.6,62,8888,5.7,4,310,1,N 
02-11-2014,19,,24.6,,,6.4,3,90,2,E 
03-11-2014,,,26.7,56,,,7,151,2,E 
04-11-2014,20,32,25.6,64,,9.3,5,180,2,N 
05-11-2014,20,29.8,24.5,71,0,7.2,3,300,1,N 
06-11-2014,20,,23.8,77,8,4.9,2,244,0,N 
07-11-2014,,28.4,23.2,79,,4.8,4,253,1,N 
08-11-2014,,31.6,23.7,78,2.5,4.8,6,270,1,N 
09-11-2014,21,30.2,24,79,2.3,5.5,3,70,1,N 
10-11-2014,20,30,22.8,84,1,4.8,4,14,1,N 
11-11-2014,20,27.4,22.6,85,7.2,5.3,2,66,1,N 
12-11-2014,19,31.2,22.9,80,8.8,0.1,3,120,1,N 
13-11-2014,19,28.2,21.7,92,14.8,3.8,3,330,1,N 
14-11-2014,19,26.8,22.1,89,44.1,4.1,4,281,1,N 
15-11-2014,20,27,22.5,87,1.1,1.6,2,337,1,N 
16-11-2014,,27.1,22.3,91,16.3,,3,200,0,N 
17-11-2014,20,,22.4,87,19.1,0.7,0,180,0,N 
18-11-2014,20,,22.5,90,28,1.4,3,180,1,N 
19-11-2014,,30.4,23.4,87,26.9,,3,40,1,N 
20-11-2014,20,29.8,24.2,82,23.1,5.7,2,290,1,N 
21-11-2014,20,,23.7,83,8888,5.9,4,190,1,N 
22-11-2014,20,,23.3,84,4.3,4.8,2,210,1,N 
23-11-2014,,28,23.6,82,25.6,4,2,201,0,N 
24-11-2014,21,30.2,23.8,82,3.3,1.6,4,180,1,N 
25-11-2014,21,,23.2,86,3.5,6.5,2,220,0,N 
26-11-2014,,,,,,,,,,
27-11-2014,,,,,,,,,,
28-11-2014,,,,,,,,,,
29-11-2014,20,29.4,23.4,81,3.7,2.7,2,190,0,N 
30-11-2014,21,,,,3.2,5.3,5,206,2,E 
01-12-2014,,31.4,25.9,59,,4.5,5,156,2,N 
02-12-2014,22,28.5,24,75,,4.7,3,270,1,N 
03-12-2014,22,,22.7,88,8888,0.7,3,10,0,N 
04-12-2014,20,,23.2,82,19.7,1.1,3,238,1,N 
05-12-2014,21,,22.7,84,,,4,260,1,N 
06-12-2014,20,29,22.7,86,9.4,0.6,5,300,1,N 
07-12-2014,20,,23.5,82,16.7,3.6,4,300,1,N 
08-12-2014,21,,24.4,75,,2.3,4,294,1,N 
09-12-2014,21,29,24.5,78,0.7,5.5,4,328,1,N 
10-12-2014,21,31,24.3,76,0.4,4.5,5,330,1,N 
11-12-2014,21,29.6,25.4,70,0.3,5.9,5,340,2,N 
12-12-2014,22,28.6,24.4,,,4.8,4,250,1,N 
13-12-2014,,28.4,24.6,75,,0.9,5,248,2,N 
14-12-2014,22,30.4,24.8,74,0,2.6,5,328,1,N 
15-12-2014,21,,25.4,75,,6.4,6,280,2,N 
16-12-2014,,28.8,24.2,79,,8.1,6,300,1,N 
17-12-2014,21,,24.5,78,1.3,3.9,4,300,1,N 
18-12-2014,22,31.2,24.2,84,17.5,5.5,6,300,1,N 
19-12-2014,20,,22.8,87,40.8,6.2,4,290,0,N 
20-12-2014,20,29,23,88,,4.3,2,95,0,N 
21-12-2014,,27.8,24.1,79,17,3.6,3,59,1,N 
22-12-2014,,29.2,22.3,95,19.1,3.3,2,90,0,N 
23-12-2014,20,,23.1,85,36.1,2.7,4,320,0,N 
24-12-2014,20,30.8,23.5,,8.8,4.6,3,32,1,N 
25-12-2014,,29.8,22.9,90,,6.1,3,116,0,N 
26-12-2014,21,29.5,23.1,89,9.8,3.4,3,270,1,N 
27-12-2014,21,26,21.8,90,11,3.1,5,300,1,N 
28-12-2014,19,26.6,22.5,83,24,0.6,3,255,1,N 
29-12-2014,20,28.4,23.9,76,2.7,1.3,5,276,1,N 
30-12-2014,21,29,24.5,68,0.2,1,5,330,2,NW
31-12-2014,22,28,23.6,78,8888,2.6,4,350,1,N 
01-01-2015,21,,23.5,79,8,2.2,5,323,2,NW
02-01-2015,,,23.8,77,,3,4,343,2,W 
03-01-2015,21,31,23,82,8888,1.9,5,350,2,N 
04-01-2015,21,,22.2,87,11.6,3.7,15,300,2,N 
05-01-2015,20,28.8,24.1,79,4,1.8,6,281,2,N 
06-01-2015,,,23.4,,8888,7.1,4,232,2,N 
07-01-2015,20,29.8,23.6,76,1.5,6.3,5,300,2,NW
08-01-2015,21,30.5,25.4,67,0,5.8,5,320,2,N 
09-01-2015,22,,24.7,65,,8.4,6,281,2,N 
10-01-2015,,30,24.9,,,8.6,5,284,2,W 
11-01-2015,20,29.6,24.4,66,,9.5,5,330,2,NW
12-01-2015,21,28.3,23.2,78,0,9.2,4,310,1,N 
13-01-2015,21,26.2,22.7,88,1.4,2.1,4,281,1,N 
14-01-2015,,,23.7,78,,,5,278,2,W 
15-01-2015,21,26.9,23.5,75,8888,4.3,5,330,1,N 
16-01-2015,19,28.4,23.3,74,8888,3.4,6,330,2,N 
17-01-2015,19,27.8,23.4,,0,6.9,5,311,1,N 
18-01-2015,,,22.7,82,,4.3,4,291,2,W 
19-01-2015,,25,22.1,85,0.4,,5,290,1,N 
20-01-2015,21,28.4,22.8,84,1.3,0,6,300,1,N 
21-01-2015,20,28,22.5,86,50.5,3.3,3,173,0,N 
22-01-2015,20,28.2,23,84,,1.8,6,243,1,N 
23-01-2015,,26.8,21.9,86,0.6,2.5,4,300,1,N 
24-01-2015,20,28,23,80,,2.8,23,320,2,N 
25-01-2015,20,28.4,23.1,85,5.9,5.1,3,360,0,N 
26-01-2015,,,22.9,82,29.3,2.7,4,289,1,N 
27-01-2015,20,27,22,86,0.1,6.1,3,10,1,N 
28-01-2015,20,29.8,23.5,82,13,0,4,156,1,N 
29-01-2015,20,29.6,23,82,15.6,6.8,6,264,1,N 
30-01-2015,,30.7,24,78,24.1,7.4,4,257,2,NW
31-01-2015,,28.2,24,74,,9.4,7,360,2,N 
01-02-2015,20,,21.7,91,11.5,4.7,3,310,1,N 
02-02-2015,,28.8,23.3,83,11.4,0.2,5,280,2,W 
03-02-2015,20,29.2,23.7,89,8888,6,7,277,2,N 
04-02-2015,20,29.4,22.9,88,3.3,5.6,5,270,2,NW
05-02-2015,20,28.4,23.7,81,2.7,7.8,4,310,1,N 
06-02-2015,,,23.5,81,,,5,310,2,N 
07-02-2015,,,22.3,85,27.3,,5,90,2,N 
08-02-2015,20,26.5,21.7,89,46.1,6.2,3,90,0,N 
09-02-2015,20,25,21.4,91,6.5,1.2,3,330,1,NW
10-02-2015,20,26.4,22.4,86,8.4,1,4,310,2,NW
11-02-2015,20,28,22.9,86,1.3,,5,330,1,N 
12-02-2015,,28.8,23.1,85,10.2,5.2,4,300,2,NW
13-02-2015,20,26.7,22.7,85,3.8,,5,340,2,N 
14-02-2015,21,19.2,24,78,0.4,2,5,330,2,N 
15-02-2015,21,30.4,24.1,76,,7.3,5,300,2,NW
16-02-2015,21,30.2,24.3,79,1.8,9.1,4,330,2,NW
17-02-2015,21,27.6,23.4,81,8888,6,6,273,2,N 
18-02-2015,20,27.5,22.1,88,6.5,,3,290,1,N 
19-02-2015,21,26.4,22.4,87,37,3.9,4,300,2,N 
20-02-2015,19,27.8,22.7,80,1.5,0.5,4,330,1,N 
21-02-2015,19,31.4,24,67,,0.9,5,310,2,NW
22-02-2015,19,31.4,23.9,68,,,4,290,2,W 
23-02-2015,20,29.4,23.8,70,,9.8,6,275,2,N 
24-02-2015,20,30.5,24.1,72,0,5.5,5,330,3,NW
25-02-2015,20,31.4,25,74,0,9.6,5,330,2,NW
26-02-2015,21,31.4,24.5,72,0,9.9,4,300,1,N 
27-02-2015,,29.6,24.6,79,,6.3,3,290,1,N 
28-02-2015,23,,,,,3.5,4,13,2,N 
01-03-2015,21,28.5,23.9,80,,3.6,5,360,2,NW
02-03-2015,,29.6,23.3,81,,,5,330,2,N 
03-03-2015,21,27.6,23.3,78,3.7,5,6,330,3,W 
04-03-2015,22,28.8,23.3,,,6.7,4,350,2,W 
05-03-2015,21,28.7,23.4,71,1.6,2.2,4,10,2,N 
06-03-2015,20,29,23.6,74,3.8,4.7,5,280,2,NW
07-03-2015,20,27.6,23.6,78,,7.3,5,330,3,NW
08-03-2015,20,26.8,22.4,81,,,5,270,2,NW
09-03-2015,20,29.2,23.2,76,2.6,3.5,5,328,3,W 
10-03-2015,21,29,24.1,74,,,7,290,3,NW
11-03-2015,21,29.5,22.8,80,0.1,7,3,330,2,NW
12-03-2015,20,28.6,22.7,83,22.9,5,5,330,2,NW
13-03-2015,,29.8,23.4,78,,,12,270,4,W 
14-03-2015,19,29,24.6,72,,9.2,5,280,2,NW
15-03-2015,21,30.5,24.1,77,0.5,4.4,4,237,2,NW
16-03-2015,21,30.2,24.6,71,12.6,5.3,5,300,2,N 
17-03-2015,20,30.8,23.7,76,8888,7.4,4,190,2,N 
18-03-2015,,,24.5,79,1.3,,6,280,2,N 
19-03-2015,20,28.4,24,81,10,6.5,2,340,1,N 
20-03-2015,21,28.8,23.5,83,37,3.7,4,330,1,N 
21-03-2015,21,28.7,23.8,85,11.2,2.4,4,360,1,N 
22-03-2015,,,22.2,86,12,3,3,280,1,N 
23-03-2015,20,29.8,23.5,85,,3.6,2,20,1,N 
24-03-2015,20,26.8,22.6,89,,,2,180,1,N 
25-03-2015,20,27.6,22.1,89,52.5,2.4,4,20,1,N 
26-03-2015,,27.6,23.1,,4,,3,110,0,N 
27-03-2015,20,,22.6,83,0.5,5.1,2,110,1,N 
28-03-2015,,28.8,22.5,85,40.2,4.9,7,300,1,N 
29-03-2015,19,29.6,24.1,81,30,6.7,3,300,1,N 
30-03-2015,21,,,,1.5,,3,300,1,N 
31-03-2015,,,24.2,82,16.5,2.8,4,270,1,N 
01-04-2015,21,,24,83,,6.3,3,180,1,N 
02-04-2015,21,26.4,22.2,,26,2.9,2,250,1,N 
03-04-2015,21,27.6,22.7,,8.2,1,3,100,1,N 
04-04-2015,21,29.2,23.3,87,9.8,1.8,4,120,1,N 
05-04-2015,,,23.1,85,39.4,3.3,4,247,1,N 
06-04-2015,20,29.2,23.6,80,,4.4,5,80,2,N 
07-04-2015,20,28,23.3,,13,5.6,2,120,1,N 
08-04-2015,21,28.2,22.9,84,0.7,4,3,330,1,N 
09-04-2015,20,28.2,23,86,10.7,2.4,2,320,1,N 
10-04-2015,,29.6,23.9,77,22.3,,3,250,1,N 
11-04-2015,20,29.8,23.8,,,7.3,3,210,1,N 
12-04-2015,20,29.8,23.2,81,,3.8,3,210,1,N 
13-04-2015,20,29.8,23,,12.9,,4,270,2,W 
14-04-2015,,30.8,23.2,,,1.8,4,265,2,N 
15-04-2015,20,,23.7,,3.5,3,2,200,1,N 
16-04-2015,20,,24.4,,5.8,5.7,3,90,1,N 
17-04-2015,20,28.2,23.8,85,20.5,0,5,300,1,N 
18-04-2015,21,27.6,24,82,46.5,,3,290,1,N 
19-04-2015,20,,22.7,82,0.3,2.4,3,80,1,N 
20-04-2015,20,,23.7,,0.5,,2,110,1,N 
21-04-2015,21,,24.6,74,2.6,2.9,2,90,1,N 
22-04-2015,21,29.8,23.5,80,0.2,6,6,90,3,NE
23-04-2015,22,30.4,24.6,73,,5.9,6,274,3,W 
24-04-2015,22,28,23.5,82,8888,6.9,6,290,3,W 
25-04-2015,,26,22.4,82,7.5,,5,261,2,W 
26-04-2015,,29.3,24.2,71,0.5,0.6,5,90,3,NW
27-04-2015,21,28.8,24.4,,,,5,290,3,W 
28-04-2015,,,25.1,69,0.1,5,6,301,3,W 
29-04-2015,20,29.7,24,75,8888,6.8,3,320,2,W 
30-04-2015,20,30.2,24.6,74,0,,5,270,2,W 
01-05-2015,19,29.3,23.8,75,,6.7,2,300,1,N 
02-05-2015,20,30.2,23.9,82,1.2,3.5,4,260,1,N 
03-05-2015,21,30.2,22.2,90,1.8,3.6,3,320,1,N 
04-05-2015,20,27.9,22.9,87,14.7,,3,160,1,N 
05-05-2015,19,30,23.2,78,8.7,1.4,4,260,1,N 
06-05-2015,19,29.4,23.7,77,9.5,7.5,3,150,1,N 
07-05-2015,20,30.4,24,75,54.9,5.9,4,110,2,SE
08-05-2015,19,30.4,23,75,,7.1,3,200,1,N 
09-05-2015,21,29.8,23.7,80,6.9,4.6,3,80,1,E 
10-05-2015,19,29.4,22.8,79,,6.8,3,135,1,N 
11-05-2015,19,27.6,23,80,,6.4,3,20,1,N 
12-05-2015,18,30.3,23.2,73,0,1,4,100,2,E 
13-05-2015,18,30.2,23.1,82,0,5.7,3,130,1,N 
14-05-2015,20,30.4,24,78,12.6,4.6,5,120,2,N 
15-05-2015,20,29.4,23.9,,,7.9,5,280,1,W 
16-05-2015,21,29.2,24.7,80,77.7,,3,290,1,N 
17-05-2015,21,29,24.2,75,0,5.3,3,140,1,N 
18-05-2015,21,29.2,24.3,79,0.4,6.2,3,250,1,N 
19-05-2015,21,29.8,24.7,76,0,5,4,290,2,W 
20-05-2015,19,31.4,23.8,,,7.8,4,146,2,SE
21-05-2015,19,31,23.9,74,,9.8,4,290,2,N 
22-05-2015,19,29.2,23.4,73,0,6.4,3,100,1,W 
23-05-2015,18,29.6,22.9,70,0,8.6,4,270,1,N 
24-05-2015,18,29.2,23,74,,9.9,5,260,2,W 
25-05-2015,19,29.8,23.7,74,,6.1,4,79,1,N 
26-05-2015,19,29.3,23.6,76,,8.4,3,280,1,N 
27-05-2015,20,29,23.2,78,0.6,6.7,4,330,1,N 
28-05-2015,,29,23.2,80,4.8,5.4,3,150,1,N 
29-05-2015,19,29.6,23.4,79,8.3,5.1,3,160,1,N 
30-05-2015,,30.6,23,,6,,3,97,1,N 
